"Reviewer_name","Review_title","Rating","Date_of_experience","Review_description"
"['customer']","['lisa', 'was', 'great', 'and', 'helped', 'me', 'book', 'via']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['lisa', 'was', 'great', 'and', 'helped', 'me', 'book', 'via', 'phone', 'when', 'the', 'online', 'booking', 'failed', 'she', 'was', 'super', 'clear', 'in', 'communication', 'and', 'offered', 'me', 'good', 'advise']"
"['mr', 'kung']","['never', 'used', 'this', 'company', 'before', 'but', 'now']","['excellent']","['eight', 'december', 'twothousandtwentyfour']","['never', 'used', 'this', 'company', 'before', 'but', 'now', 'i', 'will', 'book', 'my', 'holiday', 'trip', 'with', 'no', 'other', 'traveling', 'agents', 'the', 'quick', 'and', 'honest', 'response', 'is', 'unmatched', 'price', 'is', 'very', 'competitive', 'and', 'service', 'is', 'extemporary', 'i', 'must', 'mention', 'stella', 'stevens', 'she', 'made', 'my', 'trip', 'much', 'more', 'relaxing', 'thank', 'you', 'again', 'stella']"
"['niraj', 'pathare']","['exceptional', 'service', 'and', 'seamless', 'booking', 'experience']","['excellent']","['twentynine', 'november', 'twothousandtwentyfour']","['i', 'recently', 'booked', 'flights', 'with', 'jerrys', 'help', 'and', 'it', 'was', 'a', 'fantastic', 'experience', 'he', 'found', 'a', 'great', 'price', 'on', 'flights', 'and', 'was', 'extremely', 'patient', 'i', 'needed', 'to', 'book', 'three', 'tickets', 'with', 'two', 'passengers', 'on', 'one', 'booking', 'and', 'one', 'on', 'another', 'but', 'we', 'all', 'wanted', 'to', 'return', 'together', 'jerry', 'managed', 'to', 'coordinate', 'everything', 'perfectly', 'ensuring', 'we', 'were', 'on', 'the', 'same', 'return', 'flight', 'the', 'whole', 'process', 'was', 'smooth', 'and', 'easy', 'i', 'highly', 'recommend', 'jerrys', 'service']"
"['meghraj', 'bk']","['sergio', 'gomez', 'is', 'your', 'go', 'to', 'guy', 'if', 'you']","['excellent']","['twentynine', 'november', 'twothousandtwentyfour']","['sergio', 'gomez', 'is', 'your', 'go', 'to', 'guy', 'if', 'you', 'want', 'quick', 'and', 'dedicated', 'service', 'he', 'is', 'also', 'very', 'polite', 'considerate', 'and', 'works', 'around', 'work', 'commitments', 'he', 'is', 'patient', 'and', 'he', 'still', 'took', 'the', 'time', 'to', 'ensure', 'that', 'i', 'had', 'heard', 'and', 'understood', 'what', 'he', 'was', 'saying', 'i', 'let', 'him', 'know', 'my', 'wife', 'and', 'my', 'daughter', 'was', 'travelling', 'and', 'there', 'was', 'no', 'question', 'too', 'small', 'he', 'found', 'me', 'the', 'best', 'deal', 'when', 'i', 'would', 'have', 'given', 'upthank', 'you', 'sergio', 'gomez', 'my', 'next', 'booking', 'will', 'definitely', 'be', 'with', 'youwith', 'kind', 'regardsmeghraj']"
"['camilosj']","['reassuring']","['excellent']","['three', 'december', 'twothousandtwentyfour']","['i', 'made', 'my', 'inquiry', 'regarding', 'a', 'flight', 'my', 'family', 'and', 'i', 'made', 'last', 'august', 'to', 'go', 'home', 'in', 'the', 'next', 'few', 'weeks', 'as', 'i', 'cannot', 'confirm', 'the', 'booking', 'on', 'line', 'freya', 'was', 'very', 'responsive', 'and', 're', 'assuring', 'shes', 'even', 'immediately', 'return', 'my', 'call', 'when', 'i', 'put', 'it', 'down', 'to', 'look', 'at', 'who', 'did', 'i', 'book', 'withshe', 'just', 'put', 'my', 'mind', 'at', 'ease']"
"['mr', 'john', 'david', 'lloyd']","['date', 'change']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['this', 'was', 'the', 'rd', 'or', 'th', 'time', 'i', 'have', 'used', 'crystal', 'travel', 'arbaz', 'continued', 'my', 'star', 'experience', 'with', 'the', 'agency', 'thank', 'you']"
"['james']","['tried', 'to', 'book', 'a', 'flight', 'only', 'to', 'have']","['bad']","['seven', 'december', 'twothousandtwentyfour']","['tried', 'to', 'book', 'a', 'flight', 'only', 'to', 'have', 'email', 'that', 'flight', 'not', 'availablei', 'called', 'and', 'told', 'not', 'ticketed', 'and', 'no', 'longer', 'availablei', 'said', 'it', 'is', 'still', 'on', 'website', 'jazz', 'promised', 'to', 'call', 'me', 'back', 'within', 'min', 'didnt', 'i', 'called', 'back', 'and', 'he', 'said', 'he', 'would', 'escalate', 'and', 'call', 'me', 'back', 'the', 'following', 'day', 'assured', 'me', 'the', 'erroneous', 'ticket', 'price', 'would', 'be', 'removed', 'from', 'websitewhen', 'he', 'called', 'the', 'following', 'day', 'he', 'said', 'more', 'and', 'i', 'said', 'unacceptable', 'especially', 'as', 'they', 'are', 'still', 'showing', 'live', 'the', 'wrong', 'priceavoid', 'sharp', 'practice']"
"['raul']","['alfred', 'at', 'crystal', 'traval', 'was', 'really']","['excellent']","['three', 'december', 'twothousandtwentyfour']","['alfred', 'at', 'crystal', 'traval', 'was', 'really', 'attentive', 'calmed', 'and', 'professional', 'and', 'helped', 'me', 'out', 'with', 'the', 'airline', 'ref', 'number', 'as', 'i', 'wanted', 'to', 'be', 'checed', 'in', 'this', 'early', 'flight', 'they', 'offered', 'the', 'fare', 'and', 'honoured', 'it', 'recommended']"
"['bipin', 'bhatt']","['crystal', 'booking']","['excellent']","['seven', 'december', 'twothousandtwentyfour']","['best', 'and', 'competitive', 'site', 'for', 'the', 'tickets', 'claire', 'harp', 'made', 'the', 'booking', 'quick', 'easy', 'and', 'wonderful', 'experience', 'very', 'polite', 'and', 'helpfulhighly', 'recommend']"
"['dudley', 'van', 'lelyveld']","['james', 'smith']","['excellent']","['three', 'december', 'twothousandtwentyfour']","['james', 'smith', 'handled', 'our', 'requests', 'for', 'various', 'flight', 'quotes', 'followed', 'by', 'numerous', 'changes', 'efficiently', 'and', 'professionallywe', 'have', 'ended', 'up', 'with', 'very', 'attractive', 'fares', 'from', 'london', 'to', 'sydney', 'and', 'james', 'explained', 'everything', 'to', 'us', 'as', 'well', 'as', 'handling', 'our', 'seat', 'allocations']"
"['taylor']","['con', 'artists']","['bad']","['seven', 'december', 'twothousandtwentyfour']","['displaying', 'flights', 'online', 'that', 'you', 'cannot', 'book', 'then', 'try', 'ringing', 'you', 'up', 'once', 'payment', 'is', 'declined', 'asking', 'to', 'change', 'your', 'flight', 'which', 'is', 'double', 'in', 'pricejust', 'poor', 'marketing']"
"['darren', 'jones']","['i', 'booked', 'my', 'flight', 'months', 'ago', 'with']","['excellent']","['thirty', 'november', 'twothousandtwentyfour']","['i', 'booked', 'my', 'flight', 'months', 'ago', 'with', 'olivia', 'clark', 'and', 'she', 'was', 'very', 'nice', 'and', 'professional', 'and', 'found', 'us', 'an', 'amazing', 'deal', 'on', 'our', 'flightsafter', 'she', 'completed', 'the', 'booked', 'she', 'said', 'she', 'would', 'call', 'back', 'the', 'day', 'before', 'a', 'fly', 'and', 'help', 'me', 'check', 'inive', 'just', 'had', 'her', 'on', 'the', 'phone', 'and', 'has', 'checked', 'me', 'and', 'my', 'wife', 'ini', 'am', 'so', 'grateful', 'for', 'all', 'the', 'assistance', 'and', 'would', 'recommend', 'crystal', 'travel', 'to', 'anyone', 'looking', 'for', 'an', 'amazing', 'travel', 'company', 'thats', 'goes', 'out', 'of', 'there', 'way', 'to', 'make', 'the', 'experience', 'of', 'travelling', 'more', 'easythanks', 'once', 'again', 'olivia', 'clarkthanks', 'darren', 'jones']"
"['babu', 'ram', 'thapa']","['excellent', 'service', 'from', 'all', 'the', 'team']","['excellent']","['five', 'december', 'twothousandtwentyfour']","['excellent', 'service', 'from', 'all', 'the', 'team', 'alfred', 'shaw', 'has', 'been', 'exceptionally', 'helpful', 'in', 'sorting', 'out', 'my', 'issues', 'with', 'great', 'patience', 'and', 'understanding', 'thank', 'you', 'all', 'for', 'your', 'excellent', 'service', 'at', 'crystal', 'travels', 'good', 'company', 'and', 'reliable', 'too']"
"['norma', 'mckenna']","['the', 'staff', 'stella', 'stevens', 'who', 'assisted']","['excellent']","['three', 'december', 'twothousandtwentyfour']","['the', 'staff', 'stella', 'stevens', 'who', 'assisted', 'me', 'today', 'was', 'very', 'polite', 'helpful', 'approachable', 'very', 'efficient', 'she', 'has', 'gone', 'the', 'extra', 'mile', 'i', 'am', 'really', 'pleased', 'with', 'the', 'service', 'so', 'far', 'many', 'thanks']"
"['ali']","['a', 'big', 'thank', 'you', 'again', 'to', 'the', 'claire', 'harp']","['excellent']","['twentyeight', 'november', 'twothousandtwentyfour']","['a', 'big', 'thank', 'you', 'again', 'to', 'the', 'crystal', 'travel', 'family', 'and', 'especially', 'claire', 'your', 'kindness', 'and', 'efforts', 'are', 'truly', 'appreciated', 'and', 'what', 'you', 'would', 'wish', 'to', 'be', 'dealt', 'with', 'by', 'all', 'in', 'any', 'business', 'in', 'the', 'manner', 'of', 'which', 'you', 'provided', 'the', 'service', 'definitely', 'not', 'the', 'first', 'time', 'and', 'surely', 'not', 'the', 'last', 'will', 'be', 'dealing', 'with', 'you', 'again', 'thank', 'you', 'so', 'much']"
"['mariam', 'k']","['i', 'have', 'been', 'attended', 'to', 'by', 'a', 'very']","['excellent']","['three', 'december', 'twothousandtwentyfour']","['i', 'have', 'been', 'attended', 'to', 'by', 'a', 'very', 'efficient', 'staff', 'member', 'by', 'the', 'name', 'of', 'sam', 'jones', 'my', 'enquiry', 'was', 'dealt', 'with', 'very', 'promptly', 'i', 'will', 'definitely', 'recommend', 'crystal', 'travel', 'to', 'my', 'friends', 'and', 'family', 'i', 'look', 'forward', 'to', 'more', 'future', 'bookings', 'with', 'you']"
"['rajib', 'talukdar']","['i', 'am', 'very', 'thankful', 'to', 'claire', 'for', 'her']","['excellent']","['thirty', 'november', 'twothousandtwentyfour']","['i', 'am', 'very', 'thankful', 'to', 'claire', 'for', 'her', 'help', 'to', 'sort', 'my', 'tickets', 'i', 'am', 'booking', 'a', 'month', 'before', 'she', 'was', 'very', 'supportive', 'and', 'gave', 'me', 'plenty', 'of', 'option', 'to', 'pay', 'for', 'my', 'tickets', 'usually', 'this', 'kind', 'of', 'service', 'we', 'never', 'expect', 'thank', 'you', 'crystal', 'travel', 'for', 'being', 'part', 'of', 'my', 'journey', 'and', 'make', 'it', 'easier', 'simple']"
"['andrew', 'l']","['helpful', 'and', 'friendly']","['excellent']","['twentyeight', 'november', 'twothousandtwentyfour']","['i', 'was', 'having', 'problems', 'trying', 'to', 'log', 'in', 'to', 'the', 'china', 'southern', 'web', 'site', 'to', 'select', 'and', 'confirm', 'seats', 'on', 'my', 'upcoming', 'trip', 'from', 'the', 'uk', 'to', 'new', 'zealand', 'so', 'i', 'called', 'crystal', 'travel', 'and', 'spoke', 'with', 'freya', 'she', 'was', 'able', 'to', 'resolve', 'my', 'problem', 'within', 'minutes', 'highly', 'recommended', 'thank', 'you']"
"['beverly', 'king']","['jack', 'was', 'extremely', 'helpful', 'and', 'patient']","['excellent']","['twentynine', 'november', 'twothousandtwentyfour']","['jack', 'was', 'extremely', 'helpful', 'and', 'patient', 'he', 'was', 'polite', 'and', 'listened', 'carefully', 'to', 'ensure', 'the', 'needs', 'of', 'my', 'elderly', 'family', 'member', 'were', 'met', 'i', 'will', 'definitely', 'use', 'crystal', 'travel', 'again']"
"['vanessa']","['amazing', 'service', 'and', 'results']","['excellent']","['twentysix', 'november', 'twothousandtwentyfour']","['i', 'have', 'used', 'crystal', 'travel', 'twice', 'recently', 'and', 'they', 'have', 'found', 'me', 'great', 'flights', 'and', 'deals', 'especially', 'john', 'morris', 'who', 'was', 'amazing', 'highly', 'recommend', 'using', 'this', 'company', 'especially', 'for', 'multi', 'flight', 'destinations']"
"['l', 'hatteea']","['superb', 'company']","['excellent']","['two', 'december', 'twothousandtwentyfour']","['the', 'attendent', 'sid', 'morgan', 'was', 'superb', 'he', 'was', 'very', 'helpfull', 'trying', 'to', 'find', 'better', 'fares', 'for', 'my', 'trip', 'crystal', 'travel', 'is', 'the', 'best', 'fares', 'in', 'tidays', 'search', 'for', 'holidays', 'i', 'recommend', 'them']"
"['aime', 'patrick', 'nishimwe']","['he', 'helped', 'me', 'in', 'a', 'professional', 'way']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['he', 'helped', 'me', 'ina', 'professional', 'waywell', 'done', 'mr', 'sergio']"
"['darrel', 'allan']","['olive', 'clark', 'was', 'extremely', 'helpful', 'in']","['excellent']","['four', 'december', 'twothousandtwentyfour']","['olive', 'clark', 'was', 'extremely', 'helpful', 'in', 'sorting', 'out', 'some', 'issues', 'i', 'had', 'with', 'kenya', 'airways', 'booking', 'particular', 'seats', 'amending', 'my', 'personal', 'information', 'etc', 'and', 'just', 'being', 'very', 'helpfulmany', 'thanks']"
"['alan', 'rouse']","['olivia', 'was', 'very', 'polite', 'and', 'helpful']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['olivia', 'was', 'very', 'polite', 'and', 'helpful', 'booking', 'seats', 'for', 'me', 'on', 'a', 'flight', 'to', 'australia']"
"['ilyas', 'musa']","['just', 'booked', 'some', 'flights', 'with', 'lisa', 'and']","['excellent']","['two', 'december', 'twothousandtwentyfour']","['just', 'booked', 'some', 'flights', 'with', 'lisa', 'and', 'have', 'to', 'say', 'she', 'gave', 'excellent', 'customer', 'service', 'whilst', 'i', 'was', 'somewhat', 'challenging', 'in', 'my', 'request', 'well', 'done']"
"['bishnu', 'gurung']","['i', 'am', 'happy', 'with', 'the', 'service', 'provided', 'by']","['excellent']","['ten', 'december', 'twothousandtwentyfour']","['i', 'am', 'happy', 'with', 'the', 'service', 'provided', 'by', 'carolina', 'diazcustomer', 'services', 'consultant']"
"['ricardo', 'de', 'vera']","['the', 'customer', 'service', 'lady', 'from', 'crystal']","['excellent']","['four', 'december', 'twothousandtwentyfour']","['the', 'customer', 'service', 'lady', 'from', 'crystal', 'named', 'stella', 'is', 'so', 'helpful', 'and', 'very', 'patient', 'guiding', 'me', 'all', 'throughout', 'my', 'booking', 'i', 'would', 'love', 'to', 'book', 'in', 'future', 'same', 'like', 'her']"
"['vimi', 'naiko']","['today', 'i', 'was', 'looking', 'for', 'a', 'better', 'price']","['excellent']","['twentyseven', 'november', 'twothousandtwentyfour']","['today', 'i', 'was', 'looking', 'for', 'a', 'better', 'price', 'ticket', 'searching', 'online', 'luckily', 'i', 'came', 'across', 'crystal', 'travel', 'and', 'mr', 'jack', 'who', 'was', 'on', 'customer', 'service', 'desk', 'he', 'has', 'help', 'me', 'to', 'find', 'the', 'fare', 'that', 'i', 'was', 'looking', 'for', 'and', 'i', 'will', 'definitely', 'say', 'i', 'was', 'very', 'nice', 'talking', 'to', 'him', 'and', 'the', 'service', 'that', 'he', 'provided', 'today', 'was', 'excellent', 'i', 'definitely', 'recommend', 'him', 'next', 'time', 'to', 'all', 'my', 'friends', 'n', 'families']"
"['julie', 'thomson']","['olivia', 'clark', 'was', 'very', 'polite', 'patient', 'and']","['excellent']","['thirty', 'november', 'twothousandtwentyfour']","['olivia', 'clark', 'was', 'very', 'polite', 'and', 'helpful', 'with', 'my', 'queryshe', 'was', 'very', 'patient', 'and', 'update', 'me', 'step', 'by', 'step', 'with', 'the', 'payment', 'processhave', 'a', 'great', 'weekend', 'oliviathis', 'is', 'my', 'second', 'time', 'using', 'crystal', 'travel', 'agency', 'and', 'please', 'to', 'say', 'i', 'am', 'happy', 'with', 'the', 'service', 'and', 'will', 'recommend', 'to', 'family', 'and', 'friends']"
"['atalia', 'moyo']","['alfred', 'wea', 'helpful', 'in', 'answering', 'my', 'questions']","['excellent']","['six', 'december', 'twothousandtwentyfour']","['alfred', 'wea', 'helpful', 'in', 'answering', 'my', 'questions', 'and', 'sorting', 'out', 'the', 'issues', 'on', 'my', 'booking']"
"['drive', 'safe']","['i', 'was', 'referred', 'to', 'crystal', 'travel']","['excellent']","['twentysix', 'november', 'twothousandtwentyfour']","['i', 'was', 'referred', 'to', 'crystal', 'travel', 'through', 'a', 'friend', 'who', 'had', 'a', 'great', 'experience', 'so', 'i', 'would', 'really', 'like', 'to', 'share', 'mine', 'i', 'was', 'put', 'through', 'to', 'a', 'gentleman', 'by', 'the', 'name', 'of', 'aron', 'who', 'was', 'extremely', 'easy', 'to', 'talk', 'to', 'and', 'well', 'mannered', 'he', 'was', 'thoroughly', 'helpful', 'and', 'made', 'the', 'whole', 'experience', 'so', 'easy', 'i', 'would', 'definitely', 'recommend', 'these', 'guys', 'to', 'my', 'friends', 'and', 'family']"
"['customecarolyn', 'r']","['very', 'helpful', 'and', 'polite']","['excellent']","['twentynine', 'november', 'twothousandtwentyfour']","['this', 'youngman', 'explained', 'eveythingand', 'made', 'it', 'very', 'easy', 'to', 'understand', 'how', 'crystal', 'travel', 'workshe', 'was', 'also', 'willing', 'and', 'prompt', 'to', 'answer', 'any', 'questions', 'on', 'my', 'flight']"
"['lisabarnett']","['great', 'service']","['excellent']","['twentyseven', 'november', 'twothousandtwentyfour']","['i', 'have', 'booked', 'through', 'crystal', 'travel', 'a', 'few', 'times', 'now', 'and', 'always', 'found', 'it', 'an', 'easy', 'and', 'pleasant', 'experience', 'and', 'having', 'just', 'done', 'so', 'again', 'with', 'ana', 'helping', 'me', 'and', 'patiently', 'answering', 'questions', 'i', 'am', 'again', 'so', 'happy', 'with', 'the', 'service', 'and', 'help', 'providedana', 'went', 'above', 'and', 'beyond', 'to', 'help', 'me', 'book', 'my', 'flightsthank', 'you', 'ana']"
"['andrew', 'lindley']","['friendly', 'efficient', 'service', 'lfred', 'shaw', 'was', 'very', 'friendly', 'and']","['excellent']","['five', 'december', 'twothousandtwentyfour']","['alfred', 'shaw', 'was', 'very', 'friendly', 'and', 'efficient', 'in', 'helping', 'us', 'to', 'reserve', 'our', 'seats', 'for', 'our', 'flight', 'to', 'australia']"
"['maria', 'cabrera']","['stella', 'stevens', 'was', 'very', 'helpful']","['excellent']","['nine', 'december', 'twothousandtwentyfour']","['stella', 'stevens', 'was', 'very', 'helpful', 'professional', 'and', 'has', 'provided', 'an', 'excellent', 'service']"
"['zella', 'h']","['sketchy', 'experience']","['below', 'average']","['twentyseven', 'december', 'twothousandtwentythree']","['thankfully', 'we', 'were', 'only', 'booking', 'flights', 'to', 'amsterdam', 'less', 'than', 'anything', 'more', 'expensive', 'and', 'i', 'wouldve', 'been', 'very', 'uncomfortablei', 'received', 'a', 'call', 'to', 'make', 'our', 'booking', 'despite', 'trying', 'to', 'do', 'it', 'online', 'our', 'handler', 'was', 'a', 'chap', 'called', 'ronnie', 'oconnor', 'despite', 'having', 'a', 'thick', 'indian', 'accent', 'which', 'feels', 'dishonest', 'his', 'english', 'level', 'was', 'poor', 'and', 'he', 'barked', 'instructions', 'at', 'us', 'which', 'we', 'were', 'struggling', 'to', 'understand', 'which', 'isnt', 'a', 'reassuring', 'situation', 'when', 'theres', 'money', 'involvedhe', 'then', 'sent', 'us', 'an', 'email', 'link', 'to', 'a', 'rd', 'party', 'payment', 'site', 'again', 'not', 'sure', 'why', 'i', 'wasnt', 'allowed', 'to', 'go', 'through', 'the', 'booking', 'process', 'online', 'like', 'any', 'other', 'travel', 'company', 'we', 'were', 'both', 'very', 'skeptical', 'about', 'the', 'process', 'and', 'how', 'unprofessional', 'it', 'had', 'beenthankfully', 'our', 'tickets', 'were', 'real', 'and', 'we', 'went', 'on', 'our', 'holiday', 'but', 'i', 'definitely', 'wont', 'be', 'using', 'them', 'again', 'for', 'the', 'sake', 'of', 'saving', 'a', 'few', 'quid', 'avoid']"
"['joanne', 'unsworth']","['had', 'a', 'question', 'regarding', 'my', 'etickets']","['excellent']","['five', 'december', 'twothousandtwentyfour']","['had', 'a', 'question', 'regarding', 'my', 'etickets', 'and', 'caroline', 'sorted', 'it', 'out', 'for', 'me', 'even', 'made', 'a', 'call', 'back', 'to', 'see', 'if', 'i', 'was', 'happy', 'with', 'the', 'answer']"
"['amy']","['very', 'happy']","['excellent']","['twentyseven', 'november', 'twothousandtwentyfour']","['been', 'using', 'crystal', 'travel', 'in', 'most', 'of', 'my', 'travels', 'going', 'home', 'to', 'the', 'philippines', 'amd', 'they', 'have', 'always', 'been', 'very', 'helpful', 'and', 'a', 'very', 'trusted', 'travel', 'company', 'ana', 'shift', 'and', 'candice', 'were', 'very', 'helpful', 'and', 'sorted', 'out', 'all', 'my', 'requirements', 'for', 'my', 'recent', 'travel', 'home', 'thank', 'you', 'and', 'keep', 'up', 'the', 'good', 'works', 'ladies', 'god', 'bless', 'you']"
